currencyCode,tierMinimumUnits,retailPrice,unitPrice,armRegionName,location,effectiveStartDate,meterId,meterName,productId,skuId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,armSkuName,effectiveEndDate,reservationTerm
USD,0.0,0.57,0.57,eastus,US East,2023-10-01T00:00:00Z,4ed297f8-7053-54ef-bad6-2672213195d5,E8ads v5,DZH318Z092R4,DZH318Z092R4/00D6,Eadsv5 Series CloudServices,E8ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8ads_v5,,
USD,0.0,0.06336,0.06336,eastus,US East,2024-08-01T00:00:00Z,4ef0a972-2d8e-5636-9739-4825994d8d6d,E8d v4 Spot,DZH318Z0D1L5,DZH318Z0D1L5/00Q0,Virtual Machines Edv4 Series,E8d v4 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8d_v4,,
USD,0.0,0.62304,0.62304,eastus,US East,2024-08-01T00:00:00Z,4f0c0b38-fb32-558e-9890-d957463666f8,E48d v5 Spot,DZH318Z08M9Q,DZH318Z08M9Q/0010,Virtual Machines Edv5 Series Windows,Standard_E48d_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E48d_v5,2024-08-31T23:59:00Z,
USD,0.0,1.64,1.64,eastus,US East,2023-10-01T00:00:00Z,4f17e103-abad-5039-9e9c-b926f4c39c48,E16-4as v5,DZH318Z092QW,DZH318Z092QW/002P,Easv5 Series CloudServices,E16-4as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16-4as_v5,,
USD,0.0,0.145,0.145,eastus,US East,2024-08-01T00:00:00Z,4f1c07fe-c3ed-5f9d-bd38-d3899ab7d247,D2nlds v6,DZH318Z0LDQX,DZH318Z0LDQX/002S,Virtual Machines Dnldv6 Series Linux,D2nlds v6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D2nlds_v6,,
USD,0.0,0.04125,0.04125,eastus,US East,2024-01-01T00:00:00Z,4f230a80-7200-57ef-a58c-4c7951ca2e24,D2als_v6 Spot,DZH318Z0F5DN,DZH318Z0F5DN/001P,Virtual Machines Dalsv6 Series Windows,D2als_v6 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D2als_v6,2024-08-31T23:59:00Z,
USD,0.0,0.123,0.123,eastus,US East,2022-09-01T00:00:00Z,4f292b1c-269e-5f21-8cf8-d0a1f6dfe0be,D16plds v5 Low Priority,DZH318Z092QL,DZH318Z092QL/000W,Virtual Machines Dpldsv5 Series,Standard_D16plds_v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16plds_v5,,
USD,0.0,0.356,0.356,eastus,US East,2023-09-01T00:00:00Z,4f2bb638-f7af-53f8-879b-41bc787be10f,DC16ascc v5 Spot,DZH318Z0BDL4,DZH318Z0BDL4/003H,Virtual Machines DCasccv5 Series Windows,Standard_DC16as_cc_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC16as_cc_v5,,
USD,0.0,0.20046,0.20046,eastus,US East,2024-08-01T00:00:00Z,4f3033fe-e6fb-5fb2-8de0-abd5a2318b89,E16ps v5 Spot,DZH318Z092S8,DZH318Z092S8/00QV,Virtual Machines Epsv5 Series Windows,Standard_E16ps_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16ps_v5,,
USD,0.0,0.422,0.422,eastus,US East,2024-08-01T00:00:00Z,4f3a6bdc-9e2c-5886-b34b-0bf62061870f,EC4asv6,DZH318Z0F6ZD,DZH318Z0F6ZD/006T,Virtual Machines ECasv6 series Windows,EC4asv6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_EC4as_v6,,
USD,0.0,0.13728,0.13728,eastus,US East,2024-08-01T00:00:00Z,4f44b78e-60ca-5b86-9f28-d98b81c0d8b3,L16as v3 Spot,DZH318Z08NR9,DZH318Z08NR9/0040,Lasv3 Series Linux,Standard_L16as_v3 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_L16as_v3,2024-08-31T23:59:00Z,
USD,0.0,3.589,3.589,eastus,US East,2024-06-01T00:00:00Z,4f507e3f-b4da-50f0-a28f-0ebbf5b83cbd,E32s v6,DZH318Z0GNH7,DZH318Z0GNH7/00QN,Virtual Machines Esv6 Series Windows,E32s v6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32s_v6,,
USD,0.0,0.05302,0.05302,eastus,US East,2024-08-01T00:00:00Z,4f5b27a7-ea56-518c-aaab-9c058cfbfe16,E4bs v5 Spot,DZH318Z09LR4,DZH318Z09LR4/0025,Virtual Machines Ebsv5 Series Windows,Standard_E4bs_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4bs_v5,,
USD,0.0,6.792,6.792,eastus,US East,2024-08-01T00:00:00Z,4f5d6103-ad06-53a3-a101-e399bdfd3202,E128ns v6 Low Priority,DZH318Z0LDPH,DZH318Z0LDPH/0080,Virtual Machines Env6 Series Windows,E128ns v6 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E128ns_v6,,
USD,0.0,0.2244,0.2244,eastus,US East,2024-08-01T00:00:00Z,4f5f4bf6-fe4c-5bbd-83b5-4282818ea464,D48ls v5 Spot,DZH318Z08M9L,DZH318Z08M9L/00D9,Virtual Machines Dlsv5 Series,D48ls v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D48ls_v5,2024-08-31T23:59:00Z,
USD,0.0,0.2398,0.2398,eastus,US East,2024-08-01T00:00:00Z,4f78b112-35c2-5f96-84cc-278ee1732217,E20s v4 Spot,DZH318Z0CSHC,DZH318Z0CSHC/004G,Virtual Machines Esv4 Series Windows,E20s v4 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E20s_v4,2024-08-31T23:59:00Z,
USD,0.0,0.05236,0.05236,eastus,US East,2024-08-01T00:00:00Z,4f7ac972-c7da-5a93-afd1-0bee6894eaf1,D12 v2/DS12 v2 Spot,DZH318Z0BPVM,DZH318Z0BPVM/01VC,Virtual Machines Dv2 Series Windows,D12 v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D12_v2,,
USD,0.0,0.0,0.0,eastus,US East,2024-06-01T00:00:00Z,4f7d40b3-feec-521e-a57e-5361c01a9323,E2pds v6 Spot,DZH318Z0G1GV,DZH318Z0G1GV/001G,Virtual Machines Epdsv6 Series Windows,E2pds v6 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E2pds_v6,,
USD,0.0,9.916,9.916,eastus,US East,2022-01-01T00:00:00Z,4f844303-0c48-5168-a350-9a061e80e599,M416is v2 Low Priority,DZH318Z0BX5L,DZH318Z0BX5L/01C5,Virtual Machines MSv2 Series,M416is v2 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M416is_v2,,
USD,0.0,0.0,0.0,eastus,US East,2024-06-01T00:00:00Z,4f84c321-5619-5597-a93c-079ffbe26158,E96ps v6 Spot,DZH318Z0G1GZ,DZH318Z0G1GZ/00KN,Virtual Machines Epsv6 Series Windows,E96ps v6 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96ps_v6,,
USD,0.0,1.952,1.952,eastus,US East,2024-07-01T00:00:00Z,4f8c63c6-e29d-572f-8c0b-669ad2c87f4a,NV12adsV710v5,DZH318Z0LM93,DZH318Z0LM93/004D,Virtual Machines NVadsV710v5 Series Windows,NV12adsV710v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NV12ads_V710_v5,,
USD,0.0,0.36,0.36,eastus,US East,2017-05-10T00:00:00Z,4f8e5257-a1dc-487b-a3d5-383f7261efed,NC12 Low Priority,DZH318Z0BQ4Z,DZH318Z0BQ4Z/003V,Virtual Machines NC Series,NC12 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC12,,
USD,0.0,0.15664,0.15664,eastus,US East,2024-08-01T00:00:00Z,4f983601-c72e-5a81-a5b2-9a4d63ae7392,D16as v5 Spot,DZH318Z08W0Q,DZH318Z08W0Q/0063,Virtual Machines Dasv5 Series Windows,Standard_D16as_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16as_v5,,
USD,0.0,0.0,0.0,eastus,US East,2024-06-01T00:00:00Z,4f99a52e-6ba9-52f4-b7f5-6f07555bc224,D4ps v6 Spot,DZH318Z0G1G8,DZH318Z0G1G8/006S,Virtual Machines Dpsv6 Series Windows,D4ps v6 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4ps_v6,,
USD,0.0,0.307,0.307,eastus,US East,2021-11-01T00:00:00Z,4fb4e52f-a9b7-46fe-acdb-6ac3881d0021,D32a v4/D32as v4 Low Priority,DZH318Z0CM2B,DZH318Z0CM2B/001H,Virtual Machines Dav4 Series,D32a v4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D32a_v4,,
USD,0.0,4.406,4.406,eastus,US East,2020-04-01T00:00:00Z,4fbaa038-79b1-41d7-bee0-d75156534834,ND40rs v2 Low Priority,DZH318Z0CGPC,DZH318Z0CGPC/0004,Virtual Machines NDrSv2 Series,ND40rs v2 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_ND40rs_v2,,
USD,0.0,0.0666,0.0666,eastus,US East,2023-09-01T00:00:00Z,4fc012d8-e92f-5a9b-8efe-7c04c91050ff,B8s v2 Low Priority,DZH318Z0K9K9,DZH318Z0K9K9/01G7,Virtual Machines Bsv2 Series,B8s v2 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B8s_v2,,
USD,0.0,0.178,0.178,eastus,US East,2023-10-01T00:00:00Z,4fc88d07-23f5-573e-8012-81a00c25e6bf,D2as v5,DZH318Z08W0R,DZH318Z08W0R/003N,Dasv5 Series Cloud Services,Standard_D2as_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D2as_v5,,
USD,0.0,0.0,0.0,eastus,US East,2024-06-01T00:00:00Z,4fcc7829-277c-5b81-bc80-2eea366e1b09,D64ps v6 Spot,DZH318Z0G1G8,DZH318Z0G1G8/0001,Virtual Machines Dpsv6 Series Windows,D64ps v6 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D64ps_v6,,
USD,0.0,0.0547,0.0547,eastus,US East,2024-08-01T00:00:00Z,4fd4186b-88ad-5b3b-b774-07344c952c6e,FX2mds v2 Low Priority,DZH318Z0H7DR,DZH318Z0H7DR/00F8,Virtual Machines FXmdsv2 Series,FX2mds v2 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_FX2mds_v2,,
USD,0.0,1.968,1.968,eastus,US East,2021-11-01T00:00:00Z,4fd51c89-3992-5879-ab1a-f4707903943f,D48d v4 Low Priority,DZH318Z0D1L6,DZH318Z0D1L6/00CK,Virtual Machines Ddv4 Series Windows,D48d v4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D48d_v4,,
USD,0.0,1.696,1.696,eastus,US East,2021-11-01T00:00:00Z,4fd8d451-39ff-4795-80de-74ae7ddaa2d8,F48s v2 Low Priority,DZH318Z0BPWJ,DZH318Z0BPWJ/00MX,Virtual Machines FSv2 Series Windows,F48s v2 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_F48s_v2,,
USD,0.0,0.0,0.0,eastus,US East,2024-06-01T00:00:00Z,4feba519-864f-5b6f-8055-33bf3e48147c,D16ps v6,DZH318Z0G1G8,DZH318Z0G1G8/0050,Virtual Machines Dpsv6 Series Windows,D16ps v6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16ps_v6,,
USD,0.0,0.252,0.252,eastus,US East,2021-11-01T00:00:00Z,4ff6a746-22b1-5bee-a920-84dca7a9a5ba,E4s v5,DZH318Z096SR,DZH318Z096SR/014P,Virtual Machines Esv5 Series,E4s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4s_v5,,
USD,0.0,1280.0,1280.0,eastus,US East,2024-06-01T00:00:00Z,4ff6a746-22b1-5bee-a920-84dca7a9a5ba,E4s v5,DZH318Z096SR,DZH318Z096SR/09MB,Virtual Machines Esv5 Series,E4s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_E4s_v5,,1 Year
USD,0.0,0.06435,0.06435,eastus,US East,2024-08-01T00:00:00Z,4ffd18a2-52d1-5b40-bab5-f22a0295da6b,D4 v2/DS4 v2 Spot,DZH318Z0BQ34,DZH318Z0BQ34/0295,Virtual Machines Dv2 Series,D4 v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4_v2,,
USD,0.0,6.6175,6.6175,eastus,US East,2024-07-01T00:00:00Z,5003ff0b-6a13-5624-a90b-e4ea9314d359,Standard_M176ds_4_v3 Spot,DZH318Z0K7CZ,DZH318Z0K7CZ/01BN,Virtual Machines Mdsv3 Medium Memory Series Linux,Standard_M176ds_4_v3 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M176ds_4_v3,,
USD,0.0,0.0,0.0,eastus,US East,2024-06-01T00:00:00Z,501e5a58-95bf-53a8-91ff-64816f0a6bbe,E96ps v6,DZH318Z0G1H0,DZH318Z0G1H0/00KQ,Virtual Machines Epsv6 Series,E96ps v6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96ps_v6,,
USD,0.0,0.949426,0.949426,eastus,US East,2024-08-01T00:00:00Z,502eac06-bc34-5760-bd36-6e66288c3bc8,NC12s v3 Spot,DZH318Z0BP4M,DZH318Z0BP4M/005V,Virtual Machines NCSv3 Series Windows,NC12s v3 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC12s_v3,,
USD,0.0,0.04136,0.04136,eastus,US East,2024-08-01T00:00:00Z,502f284d-b056-5af3-9f33-ff8274b03e9b,D4 v5 Spot,DZH318Z08M9V,DZH318Z08M9V/00HP,Virtual Machines Dv5 Series Windows,Standard_D4_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4_v5,,
USD,0.0,1.24608,1.24608,eastus,US East,2024-08-01T00:00:00Z,503ba214-d022-5963-b9a4-bc5de307bc63,E96ds v5 Spot,DZH318Z096SL,DZH318Z096SL/07T0,Virtual Machines Edsv5 Series Windows,E96ds v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96ds_v5,2024-08-31T23:59:00Z,
USD,0.0,0.303,0.303,eastus,US East,2023-09-01T00:00:00Z,50430325-0732-51a7-91a5-5e85bd1f9e08,B8als v2,DZH318Z0K9JF,DZH318Z0K9JF/025D,Virtual Machines Basv2 Series Windows,B8als v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B8als_v2,,
USD,0.0,0.656,0.656,eastus,US East,2021-12-01T00:00:00Z,5055022b-825d-53c7-be98-e493bd5c36be,E16-8as v5 Low Priority,DZH318Z093XK,DZH318Z093XK/00LN,Virtual Machines Easv5 Series Windows,E16-8as v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16-8as_v5,,
USD,0.0,1.43231,1.43231,eastus,US East,2024-08-01T00:00:00Z,506372a4-2fc2-5127-beda-e3c7ca9ad77e,E104ids v5 Spot,DZH318Z096SL,DZH318Z096SL/070G,Virtual Machines Edsv5 Series Windows,E104ids v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E104ids_v5,2024-08-31T23:59:00Z,
USD,0.0,0.41,0.41,eastus,US East,2021-12-01T00:00:00Z,506718a0-a7de-5d1f-b33e-aa50b47a6fdb,E4as v5,DZH318Z093XK,DZH318Z093XK/00MJ,Virtual Machines Easv5 Series Windows,E4as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4as_v5,,
USD,0.0,9.84,9.84,eastus,US East,2021-11-01T00:00:00Z,5076801d-1b40-5af6-91e6-540b4ce34d97,D96ds v5,DZH318Z08MC5,DZH318Z08MC5/00H4,Virtual Machines Ddsv5 Series Windows,Standard_D96ds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D96ds_v5,,
USD,0.0,1.744,1.744,eastus,US East,2019-01-01T00:00:00Z,5caa05fc-4a8c-4a3c-888a-1b7875379f45,E16-4s v3,DZH318Z0BPVN,DZH318Z0BPVN/01N4,Virtual Machines ESv3 Series Windows,E16-4s v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E16-4s_v3,,
USD,0.0,0.08272,0.08272,eastus,US East,2024-08-01T00:00:00Z,509a309f-beec-58b5-886c-24ce93b1e5d5,D8s v4 Spot,DZH318Z0CP07,DZH318Z0CP07/006C,Virtual Machines Dsv4 Series Windows,D8s v4 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D8s_v4,,
USD,0.0,0.424,0.424,eastus,US East,2024-08-01T00:00:00Z,50b71d4c-5518-56da-924a-62255bd42666,E8ns v6 Low Priority,DZH318Z0LDPH,DZH318Z0LDPH/008Z,Virtual Machines Env6 Series Windows,E8ns v6 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8ns_v6,,
USD,0.0,0.02398,0.02398,eastus,US East,2024-08-01T00:00:00Z,50c12794-60bb-5c35-8c8e-2ebd7001e9cf,E2 v3/E2s v3 Spot,DZH318Z0BPWH,DZH318Z0BPWH/015N,Virtual Machines Ev3 Series Windows,E2 v3 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E2_v3,,
USD,0.0,4.368,4.368,eastus,US East,2024-02-01T00:00:00Z,50db9cae-793c-55c3-9b86-dc7a2285aa75,DC64ads v5 Spot,DZH318Z09B5X,DZH318Z09B5X/000M,DCadsv5-series Windows,Standard_DC64ads_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC64ads_v5,,
USD,0.0,5.069,5.069,eastus,US East,2021-11-01T00:00:00Z,50dbf892-3e98-5d52-b640-d6dcbefbccce,Dasv4 Type1,DZH318Z0CXT1,DZH318Z0CXT1/0001,Dasv4 Series Dedicated Host,Dasv4 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Dasv4_Type1,,
USD,0.0,26110.0,26110.0,eastus,US East,2021-11-01T00:00:00Z,50dbf892-3e98-5d52-b640-d6dcbefbccce,Dasv4 Type1,DZH318Z0CXT1,DZH318Z0CXT1/0008,Dasv4 Series Dedicated Host,Dasv4 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Dasv4_Type1,,1 Year
USD,0.0,1.63,1.63,eastus,US East,2023-09-01T00:00:00Z,50ddda8f-5e74-5fa3-b5fc-2828012f38b3,NV72ads A10 v5 Spot,DZH318Z09JCN,DZH318Z09JCN/00CX,Virtual Machines NVadsA10v5 Series,Standard_NV72ads_A10_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NV72ads_A10_v5,,
USD,0.0,0.0825,0.0825,eastus,US East,2023-12-01T00:00:00Z,50df672d-2bb3-526f-abce-a327f556a213,D8as_v6 Spot,DZH318Z0DWTB,DZH318Z0DWTB/002J,Virtual Machines Dasv6 Series,D8as_v6 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D8as_v6,2024-08-31T23:59:00Z,
USD,0.0,0.838,0.838,eastus,US East,2021-12-01T00:00:00Z,50e54a3c-78b3-5a6e-906d-e50f7587f2f5,E64-16ads v5 Low Priority,DZH318Z093X0,DZH318Z093X0/00KN,Virtual Machines Eadsv5 Series,E64-16ads v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64-16ads_v5,,
USD,0.0,0.1442,0.1442,eastus,US East,2024-02-01T00:00:00Z,50f7af69-ecca-5d38-bd98-ae78f66dd6e5,DC4ads v5 Spot,DZH318Z09B5Z,DZH318Z09B5Z/000C,DCadsv5-series Linux,Standard_DC4ads_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC4ads_v5,,
USD,0.0,10.464,10.464,eastus,US East,2021-11-01T00:00:00Z,51019fa9-dc1c-45c0-81be-d05616d99260,E96a v4/E96as v4,DZH318Z0CM95,DZH318Z0CM95/004R,Virtual Machines Eav4 Series Windows,E96a v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96a_v4,,
USD,0.0,0.25125,0.25125,eastus,US East,2024-01-01T00:00:00Z,512d4f56-71d1-5148-a3db-1cdedfa0b594,F16als v6 Spot,DZH318Z0FZ0B,DZH318Z0FZ0B/003W,Virtual Machines Falsv6 Series,F16als v6 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_F16als_v6,2024-08-31T23:59:00Z,
USD,0.0,0.0092,0.0092,eastus,US East,2021-11-01T00:00:00Z,5130d4fc-7548-45ff-9757-68186cde17be,B1ls,DZH318Z0BQNH,DZH318Z0BQNH/00M8,Virtual Machines BS Series Windows,B1ls,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B1ls,,
USD,0.0,2.016,2.016,eastus,US East,2021-11-01T00:00:00Z,1aacf10d-2f52-512f-aa3d-e90fd00df263,E32-16s v5,DZH318Z096SR,DZH318Z096SR/016T,Virtual Machines Esv5 Series,E32-16s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E32-16s_v5,,
USD,0.0,10243.0,10243.0,eastus,US East,2024-06-01T00:00:00Z,1aacf10d-2f52-512f-aa3d-e90fd00df263,E32-16s v5,DZH318Z096SR,DZH318Z096SR/09MF,Virtual Machines Esv5 Series,E32-16s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,False,Standard_E32-16s_v5,,1 Year
USD,0.0,2.861,2.861,eastus,US East,2024-08-01T00:00:00Z,51333a2d-c936-5479-b4a8-cdb1100f46fa,EC48asv6,DZH318Z0F6ZF,DZH318Z0F6ZF/0079,Virtual Machines ECasv6 series,EC48asv6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_EC48as_v6,,
USD,0.0,0.0252,0.0252,eastus,US East,2019-01-01T00:00:00Z,b874b321-f574-493c-92f6-fc0767f6dda8,E2s v3 Low Priority,DZH318Z0BQ4R,DZH318Z0BQ4R/00RT,Virtual Machines ESv3 Series,E2s v3 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E2s_v3,,
USD,0.0,1.148,1.148,eastus,US East,2024-02-01T00:00:00Z,514a4bdd-19ee-5ad7-8183-ec26ff17e7dd,EC16as_v5 Spot,DZH318Z09B66,DZH318Z09B66/0004,ECasv5-series Windows,Standard_EC16as_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_EC16as_v5,,
USD,0.0,0.11528,0.11528,eastus,US East,2024-08-01T00:00:00Z,514d8b33-1a95-5282-882d-15a77a0bb127,E16-8ads v5 Spot,DZH318Z093X0,DZH318Z093X0/00LF,Virtual Machines Eadsv5 Series,E16-8ads v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16-8ads_v5,,
USD,0.0,1.587,1.587,eastus,US East,2021-11-01T00:00:00Z,51626939-789b-42f6-a505-0259a780c544,L32s v2 Low Priority,DZH318Z0BP44,DZH318Z0BP44/0010,Virtual Machines LSv2 Series Windows,L32s v2 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_L32s_v2,,
USD,0.0,3.568,3.568,eastus,US East,2023-07-01T00:00:00Z,516ac919-57f2-5046-bd01-bbf323e03e08,EC32adscc v5,DZH318Z0BDCG,DZH318Z0BDCG/001H,Virtual Machines ECadsccv5 Series Windows,Standard_EC32ads_cc_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_EC32ads_cc_v5,,
USD,0.0,0.176,0.176,eastus,US East,2016-01-11T00:00:00Z,516d1f4c-5f09-43c2-af5d-3325d984de55,A3,DZH318Z0BPRB,DZH318Z0BPRB/0044,Virtual Machines A Series Basic,A3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Basic_A3,,
USD,0.0,0.73359,0.73359,eastus,US East,2024-08-01T00:00:00Z,516d2d4e-142f-5609-9055-87a45c2f721b,M64s Spot,DZH318Z0BQ4W,DZH318Z0BQ4W/047Q,Virtual Machines MS Series,M64s Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M64s,,
USD,0.0,4.032,4.032,eastus,US East,2021-11-01T00:00:00Z,5171e451-c461-5070-8765-a58fbb0d4b41,E64 v5,DZH318Z08M9J,DZH318Z08M9J/002M,Virtual Machines Ev5 Series,Standard_E64_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64_v5,,
USD,0.0,20486.0,20486.0,eastus,US East,2024-06-01T00:00:00Z,5171e451-c461-5070-8765-a58fbb0d4b41,E64 v5,DZH318Z08M9J,DZH318Z08M9J/02DC,Virtual Machines Ev5 Series,Standard_E64_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_E64_v5,,1 Year
USD,0.0,0.989,0.989,eastus,US East,2023-07-01T00:00:00Z,51756391-1823-5d55-ae0b-8ecf9d0ba0a0,DC96ads v5 Low Priority,DZH318Z09B5Z,DZH318Z09B5Z/0005,DCadsv5-series Linux,Standard_DC96ads_v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC96ads_v5,,
USD,0.0,3.629,3.629,eastus,US East,2019-01-01T00:00:00Z,517f6442-c36b-4dae-90bb-ef04a9ba34ff,E64i v3/E64is v3,DZH318Z0BQ4L,DZH318Z0BQ4L/00WQ,Virtual Machines Ev3 Series,E64i v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64i_v3,,
USD,0.0,22532.0,22532.0,eastus,US East,2018-05-01T00:00:00Z,517f6442-c36b-4dae-90bb-ef04a9ba34ff,E64i v3/E64is v3,DZH318Z0BQ4L,DZH318Z0BQ4L/00W0,Virtual Machines Ev3 Series,E64i v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,Standard_E64i_v3,,1 Year
